FIPS State Code,FIPS County Code,County Name,State,CBSA Number,"One-Unit
Limit","Two-Unit
Limit","Three-Unit
Limit","Four-Unit
Limit"
01,001,AUTAUGA COUNTY,AL,33860,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
01,003,BALDWIN COUNTY,AL,19300,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
01,005,BARBOUR COUNTY,AL,21640,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
01,007,BIBB COUNTY,AL,13820,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
01,009,BLOUNT COUNTY,AL,13820,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
01,011,BULLOCK COUNTY,AL,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
01,013,BUTLER COUNTY,AL,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
01,015,CALHOUN COUNTY,AL,11500,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
01,017,CHAMBERS COUNTY,AL,29300,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
01,019,CHEROKEE COUNTY,AL,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
01,021,CHILTON COUNTY,AL,13820,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
01,023,CHOCTAW COUNTY,AL,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
01,025,CLARKE COUNTY,AL,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
01,027,CLAY COUNTY,AL,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
01,029,CLEBURNE COUNTY,AL,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
01,031,COFFEE COUNTY,AL,21460,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
01,033,COLBERT COUNTY,AL,22520,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
01,035,CONECUH COUNTY,AL,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
01,037,COOSA COUNTY,AL,45180,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
01,039,COVINGTON COUNTY,AL,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
01,041,CRENSHAW COUNTY,AL,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
01,043,CULLMAN COUNTY,AL,18980,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
01,045,DALE COUNTY,AL,37120,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
01,047,DALLAS COUNTY,AL,42820,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
01,049,DEKALB COUNTY,AL,22840,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
01,051,ELMORE COUNTY,AL,33860,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
01,053,ESCAMBIA COUNTY,AL,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
01,055,ETOWAH COUNTY,AL,23460,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
01,057,FAYETTE COUNTY,AL,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
01,059,FRANKLIN COUNTY,AL,40770,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
01,061,GENEVA COUNTY,AL,20020,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
01,063,GREENE COUNTY,AL,46220,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
01,065,HALE COUNTY,AL,46220,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
01,067,HENRY COUNTY,AL,20020,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
01,069,HOUSTON COUNTY,AL,20020,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
01,071,JACKSON COUNTY,AL,42460,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
01,073,JEFFERSON COUNTY,AL,13820,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
01,075,LAMAR COUNTY,AL,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
01,077,LAUDERDALE COUNTY,AL,22520,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
01,079,LAWRENCE COUNTY,AL,19460,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
01,081,LEE COUNTY,AL,12220,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
01,083,LIMESTONE COUNTY,AL,26620,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
01,085,LOWNDES COUNTY,AL,33860,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
01,087,MACON COUNTY,AL,12220,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
01,089,MADISON COUNTY,AL,26620,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
01,091,MARENGO COUNTY,AL,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
01,093,MARION COUNTY,AL,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
01,095,MARSHALL COUNTY,AL,10700,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
01,097,MOBILE COUNTY,AL,33660,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
01,099,MONROE COUNTY,AL,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
01,101,MONTGOMERY COUNTY,AL,33860,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
01,103,MORGAN COUNTY,AL,19460,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
01,105,PERRY COUNTY,AL,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
01,107,PICKENS COUNTY,AL,46220,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
01,109,PIKE COUNTY,AL,45980,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
01,111,RANDOLPH COUNTY,AL,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
01,113,RUSSELL COUNTY,AL,17980,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
01,115,ST. CLAIR COUNTY,AL,13820,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
01,117,SHELBY COUNTY,AL,13820,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
01,119,SUMTER COUNTY,AL,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
01,121,TALLADEGA COUNTY,AL,45180,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
01,123,TALLAPOOSA COUNTY,AL,10760,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
01,125,TUSCALOOSA COUNTY,AL,46220,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
01,127,WALKER COUNTY,AL,13820,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
01,129,WASHINGTON COUNTY,AL,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
01,131,WILCOX COUNTY,AL,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
01,133,WINSTON COUNTY,AL,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
02,013,ALEUTIANS EAST BOROUGH,AK,99999,"$1,249,125 ","$1,599,375 ","$1,933,200 ","$2,402,625 "
02,016,ALEUTIANS WEST CENSUS AREA,AK,99999,"$1,249,125 ","$1,599,375 ","$1,933,200 ","$2,402,625 "
02,020,ANCHORAGE MUNICIPALITY,AK,11260,"$1,249,125 ","$1,599,375 ","$1,933,200 ","$2,402,625 "
02,050,BETHEL CENSUS AREA,AK,99999,"$1,249,125 ","$1,599,375 ","$1,933,200 ","$2,402,625 "
02,060,BRISTOL BAY BOROUGH,AK,99999,"$1,249,125 ","$1,599,375 ","$1,933,200 ","$2,402,625 "
02,063,CHUGACH CENSUS AREA,AK,99999,"$1,249,125 ","$1,599,375 ","$1,933,200 ","$2,402,625 "
02,066,COPPER RIVER CENSUS AREA,AK,99999,"$1,249,125 ","$1,599,375 ","$1,933,200 ","$2,402,625 "
02,068,DENALI BOROUGH,AK,99999,"$1,249,125 ","$1,599,375 ","$1,933,200 ","$2,402,625 "
02,070,DILLINGHAM CENSUS AREA,AK,99999,"$1,249,125 ","$1,599,375 ","$1,933,200 ","$2,402,625 "
02,090,FAIRBANKS NORTH STAR BOROUGH,AK,21820,"$1,249,125 ","$1,599,375 ","$1,933,200 ","$2,402,625 "
02,100,HAINES BOROUGH,AK,99999,"$1,249,125 ","$1,599,375 ","$1,933,200 ","$2,402,625 "
02,105,HOONAH-ANGOON CENSUS AREA,AK,99999,"$1,249,125 ","$1,599,375 ","$1,933,200 ","$2,402,625 "
02,110,JUNEAU CITY AND BOROUGH,AK,27940,"$1,249,125 ","$1,599,375 ","$1,933,200 ","$2,402,625 "
02,122,KENAI PENINSULA BOROUGH,AK,99999,"$1,249,125 ","$1,599,375 ","$1,933,200 ","$2,402,625 "
02,130,KETCHIKAN GATEWAY BOROUGH,AK,28540,"$1,249,125 ","$1,599,375 ","$1,933,200 ","$2,402,625 "
02,150,KODIAK ISLAND BOROUGH,AK,99999,"$1,249,125 ","$1,599,375 ","$1,933,200 ","$2,402,625 "
02,158,KUSILVAK CENSUS AREA,AK,99999,"$1,249,125 ","$1,599,375 ","$1,933,200 ","$2,402,625 "
02,164,LAKE AND PENINSULA BOROUGH,AK,99999,"$1,249,125 ","$1,599,375 ","$1,933,200 ","$2,402,625 "
02,170,MATANUSKA-SUSITNA BOROUGH,AK,11260,"$1,249,125 ","$1,599,375 ","$1,933,200 ","$2,402,625 "
02,180,NOME CENSUS AREA,AK,99999,"$1,249,125 ","$1,599,375 ","$1,933,200 ","$2,402,625 "
02,185,NORTH SLOPE BOROUGH,AK,99999,"$1,249,125 ","$1,599,375 ","$1,933,200 ","$2,402,625 "
02,188,NORTHWEST ARCTIC BOROUGH,AK,99999,"$1,249,125 ","$1,599,375 ","$1,933,200 ","$2,402,625 "
02,195,PETERSBURG CENSUS AREA,AK,99999,"$1,249,125 ","$1,599,375 ","$1,933,200 ","$2,402,625 "
02,198,PRINCE OF WALES-HYDER CENSUS AREA,AK,99999,"$1,249,125 ","$1,599,375 ","$1,933,200 ","$2,402,625 "
02,220,SITKA CITY AND BOROUGH,AK,99999,"$1,249,125 ","$1,599,375 ","$1,933,200 ","$2,402,625 "
02,230,SKAGWAY MUNICIPALITY,AK,99999,"$1,249,125 ","$1,599,375 ","$1,933,200 ","$2,402,625 "
02,240,SOUTHEAST FAIRBANKS CENSUS AREA,AK,99999,"$1,249,125 ","$1,599,375 ","$1,933,200 ","$2,402,625 "
02,275,WRANGELL CITY AND BOROUGH,AK,99999,"$1,249,125 ","$1,599,375 ","$1,933,200 ","$2,402,625 "
02,282,YAKUTAT CITY AND BOROUGH,AK,99999,"$1,249,125 ","$1,599,375 ","$1,933,200 ","$2,402,625 "
02,290,YUKON-KOYUKUK CENSUS AREA,AK,99999,"$1,249,125 ","$1,599,375 ","$1,933,200 ","$2,402,625 "
04,001,APACHE COUNTY,AZ,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
04,003,COCHISE COUNTY,AZ,43420,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
04,005,COCONINO COUNTY,AZ,22380,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
04,007,GILA COUNTY,AZ,37740,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
04,009,GRAHAM COUNTY,AZ,40940,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
04,011,GREENLEE COUNTY,AZ,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
04,012,LA PAZ COUNTY,AZ,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
04,013,MARICOPA COUNTY,AZ,38060,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
04,015,MOHAVE COUNTY,AZ,29420,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
04,017,NAVAJO COUNTY,AZ,43320,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
04,019,PIMA COUNTY,AZ,46060,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
04,021,PINAL COUNTY,AZ,38060,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
04,023,SANTA CRUZ COUNTY,AZ,35700,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
04,025,YAVAPAI COUNTY,AZ,39150,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
04,027,YUMA COUNTY,AZ,49740,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
05,001,ARKANSAS COUNTY,AR,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
05,003,ASHLEY COUNTY,AR,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
05,005,BAXTER COUNTY,AR,34260,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
05,007,BENTON COUNTY,AR,22220,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
05,009,BOONE COUNTY,AR,25460,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
05,011,BRADLEY COUNTY,AR,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
05,013,CALHOUN COUNTY,AR,15780,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
05,015,CARROLL COUNTY,AR,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
05,017,CHICOT COUNTY,AR,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
05,019,CLARK COUNTY,AR,11660,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
05,021,CLAY COUNTY,AR,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
05,023,CLEBURNE COUNTY,AR,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
05,025,CLEVELAND COUNTY,AR,38220,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
05,027,COLUMBIA COUNTY,AR,31620,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
05,029,CONWAY COUNTY,AR,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
05,031,CRAIGHEAD COUNTY,AR,27860,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
05,033,CRAWFORD COUNTY,AR,22900,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
05,035,CRITTENDEN COUNTY,AR,32820,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
05,037,CROSS COUNTY,AR,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
05,039,DALLAS COUNTY,AR,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
05,041,DESHA COUNTY,AR,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
05,043,DREW COUNTY,AR,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
05,045,FAULKNER COUNTY,AR,30780,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
05,047,FRANKLIN COUNTY,AR,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
05,049,FULTON COUNTY,AR,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
05,051,GARLAND COUNTY,AR,26300,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
05,053,GRANT COUNTY,AR,30780,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
05,055,GREENE COUNTY,AR,37500,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
05,057,HEMPSTEAD COUNTY,AR,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
05,059,HOT SPRING COUNTY,AR,31680,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
05,061,HOWARD COUNTY,AR,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
05,063,INDEPENDENCE COUNTY,AR,12900,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
05,065,IZARD COUNTY,AR,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
05,067,JACKSON COUNTY,AR,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
05,069,JEFFERSON COUNTY,AR,38220,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
05,071,JOHNSON COUNTY,AR,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
05,073,LAFAYETTE COUNTY,AR,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
05,075,LAWRENCE COUNTY,AR,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
05,077,LEE COUNTY,AR,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
05,079,LINCOLN COUNTY,AR,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
05,081,LITTLE RIVER COUNTY,AR,45500,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
05,083,LOGAN COUNTY,AR,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
05,085,LONOKE COUNTY,AR,30780,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
05,087,MADISON COUNTY,AR,22220,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
05,089,MARION COUNTY,AR,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
05,091,MILLER COUNTY,AR,45500,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
05,093,MISSISSIPPI COUNTY,AR,14180,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
05,095,MONROE COUNTY,AR,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
05,097,MONTGOMERY COUNTY,AR,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
05,099,NEVADA COUNTY,AR,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
05,101,NEWTON COUNTY,AR,25460,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
05,103,OUACHITA COUNTY,AR,15780,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
05,105,PERRY COUNTY,AR,30780,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
05,107,PHILLIPS COUNTY,AR,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
05,109,PIKE COUNTY,AR,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
05,111,POINSETT COUNTY,AR,27860,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
05,113,POLK COUNTY,AR,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
05,115,POPE COUNTY,AR,40780,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
05,117,PRAIRIE COUNTY,AR,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
05,119,PULASKI COUNTY,AR,30780,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
05,121,RANDOLPH COUNTY,AR,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
05,123,ST. FRANCIS COUNTY,AR,22620,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
05,125,SALINE COUNTY,AR,30780,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
05,127,SCOTT COUNTY,AR,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
05,129,SEARCY COUNTY,AR,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
05,131,SEBASTIAN COUNTY,AR,22900,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
05,133,SEVIER COUNTY,AR,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
05,135,SHARP COUNTY,AR,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
05,137,STONE COUNTY,AR,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
05,139,UNION COUNTY,AR,20980,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
05,141,VAN BUREN COUNTY,AR,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
05,143,WASHINGTON COUNTY,AR,22220,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
05,145,WHITE COUNTY,AR,42620,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
05,147,WOODRUFF COUNTY,AR,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
05,149,YELL COUNTY,AR,40780,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
06,001,ALAMEDA COUNTY,CA,41860,"$1,249,125 ","$1,599,375 ","$1,933,200 ","$2,402,625 "
06,003,ALPINE COUNTY,CA,23820,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
06,005,AMADOR COUNTY,CA,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
06,007,BUTTE COUNTY,CA,17020,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
06,009,CALAVERAS COUNTY,CA,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
06,011,COLUSA COUNTY,CA,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
06,013,CONTRA COSTA COUNTY,CA,41860,"$1,249,125 ","$1,599,375 ","$1,933,200 ","$2,402,625 "
06,015,DEL NORTE COUNTY,CA,18860,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
06,017,EL DORADO COUNTY,CA,40900,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
06,019,FRESNO COUNTY,CA,23420,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
06,021,GLENN COUNTY,CA,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
06,023,HUMBOLDT COUNTY,CA,21700,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
06,025,IMPERIAL COUNTY,CA,20940,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
06,027,INYO COUNTY,CA,13860,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
06,029,KERN COUNTY,CA,12540,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
06,031,KINGS COUNTY,CA,25260,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
06,033,LAKE COUNTY,CA,17340,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
06,035,LASSEN COUNTY,CA,45000,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
06,037,LOS ANGELES COUNTY,CA,31080,"$1,249,125 ","$1,599,375 ","$1,933,200 ","$2,402,625 "
06,039,MADERA COUNTY,CA,23420,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
06,041,MARIN COUNTY,CA,41860,"$1,249,125 ","$1,599,375 ","$1,933,200 ","$2,402,625 "
06,043,MARIPOSA COUNTY,CA,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
06,045,MENDOCINO COUNTY,CA,46380,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
06,047,MERCED COUNTY,CA,32900,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
06,049,MODOC COUNTY,CA,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
06,051,MONO COUNTY,CA,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
06,053,MONTEREY COUNTY,CA,41500,"$994,750 ","$1,273,450 ","$1,539,350 ","$1,913,000 "
06,055,NAPA COUNTY,CA,34900,"$1,017,750 ","$1,302,900 ","$1,574,900 ","$1,957,250 "
06,057,NEVADA COUNTY,CA,46020,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
06,059,ORANGE COUNTY,CA,31080,"$1,249,125 ","$1,599,375 ","$1,933,200 ","$2,402,625 "
06,061,PLACER COUNTY,CA,40900,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
06,063,PLUMAS COUNTY,CA,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
06,065,RIVERSIDE COUNTY,CA,40140,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
06,067,SACRAMENTO COUNTY,CA,40900,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
06,069,SAN BENITO COUNTY,CA,41940,"$1,249,125 ","$1,599,375 ","$1,933,200 ","$2,402,625 "
06,071,SAN BERNARDINO COUNTY,CA,40140,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
06,073,SAN DIEGO COUNTY,CA,41740,"$1,104,000 ","$1,413,350 ","$1,708,400 ","$2,123,100 "
06,075,SAN FRANCISCO COUNTY,CA,41860,"$1,249,125 ","$1,599,375 ","$1,933,200 ","$2,402,625 "
06,077,SAN JOAQUIN COUNTY,CA,44700,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
06,079,SAN LUIS OBISPO COUNTY,CA,42020,"$1,000,500 ","$1,280,850 ","$1,548,250 ","$1,924,100 "
06,081,SAN MATEO COUNTY,CA,41860,"$1,249,125 ","$1,599,375 ","$1,933,200 ","$2,402,625 "
06,083,SANTA BARBARA COUNTY,CA,42200,"$941,850 ","$1,205,750 ","$1,457,450 ","$1,811,300 "
06,085,SANTA CLARA COUNTY,CA,41940,"$1,249,125 ","$1,599,375 ","$1,933,200 ","$2,402,625 "
06,087,SANTA CRUZ COUNTY,CA,42100,"$1,249,125 ","$1,599,375 ","$1,933,200 ","$2,402,625 "
06,089,SHASTA COUNTY,CA,39820,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
06,091,SIERRA COUNTY,CA,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
06,093,SISKIYOU COUNTY,CA,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
06,095,SOLANO COUNTY,CA,46700,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
06,097,SONOMA COUNTY,CA,42220,"$897,000 ","$1,148,350 ","$1,388,050 ","$1,725,050 "
06,099,STANISLAUS COUNTY,CA,33700,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
06,101,SUTTER COUNTY,CA,49700,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
06,103,TEHAMA COUNTY,CA,39780,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
06,105,TRINITY COUNTY,CA,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
